"SELECT bar, amount FROM ((SELECT bar, SUM(price) FROM serves AS bar1 GROUP BY bar) LEFT JOIN (SELECT bar, times_a_week FROM (likes NATURAL JOIN (serves NATURAL JOIN frequents)) AS amount) ON bar1.bar=amount.bar ORDER BY name, amount DESC);
","{""failed"":true,""errorMsg"":""Parsing error at line 1, column 84. Query syntax may be incorrect""}
"
"ALTER TABLE drinker
ADD earnings INTEGER

(SELECT drinker.name
FROM drinker

EXCEPT

SELECT frequents.drinker
FROM frequents)

UNION

(SELECT foo1.bar1, SUM(earnings) AS money
FROM (
  SELECT bar1, prices.times * prices.cost AS earnings
  FROM (SELECT frequents.times_a_week as times, serves.price as cost, frequents.bar as bar1
      FROM frequents, serves, likes
      WHERE frequents.bar = serves.bar) AS prices)
  AS foo1 GROUP BY bar1)
ORDER BY money DESC;
","{""failed"":true,""errorMsg"":""Parsing error at line 1, column 7. Query syntax may be incorrect""}
"
"SELECT SUM(price), bar FROM (SELECT DISTINCT drinker, bar, Serves.beer, price FROM Serves FULL OUTER JOIN Likes ON Serves.beer = Likes.beer) AS foo GROUP BY bar;



SELECT SUM(times_a_week), bar FROM Frequents GROUP BY bar

SELECT SUM(price), bar FROM Serves GROUP BY bar ORDER BY sum DESC, bar ASC
","{""blocks"":{""id"":""BLOCK_SELECT@4a1c0752"",""fields"":[""EXPR$0 DECIMAL(19, 2)"",""BAR VARCHAR(100)""],""isDistinct"":false,""selectList"":[{""id"":""OP_AGG_FUNC@f72203"",""value"":""SUM"",""pos"":{""lineNum"":1,""columnNum"":8,""endLineNum"":1,""endColumnNum"":17,""quoted"":false},""children"":[{""id"":""COLUMN_LOCAL@377008df"",""value"":""NS_SELECT@17271176.PRICE"",""pos"":{""lineNum"":1,""columnNum"":12,""endLineNum"":1,""endColumnNum"":16,""quoted"":false},""children"":[]}]},{""id"":""COLUMN_LOCAL@22bb5646"",""value"":""NS_SELECT@17271176.BAR"",""pos"":{""lineNum"":1,""columnNum"":20,""endLineNum"":1,""endColumnNum"":22,""quoted"":false},""children"":[]}],""fromItemIds"":[""NS_SELECT@17271176""],""fromNode"":{""id"":""JOIN_OPERAND@30af7377"",""value"":""BLOCK_SELECT@30af7377"",""pos"":{""lineNum"":1,""columnNum"":30,""endLineNum"":1,""endColumnNum"":139,""quoted"":false},""children"":[]},""isAggregate"":true,""groupByList"":[{""id"":""COLUMN_LOCAL@2b4786dd"",""value"":""NS_SELECT@17271176.BAR"",""pos"":{""lineNum"":1,""columnNum"":158,""endLineNum"":1,""endColumnNum"":160,""quoted"":false},""children"":[]}],""identifiers"":[{""id"":""COLUMN_LOCAL@377008df"",""value"":""NS_SELECT@17271176.PRICE"",""pos"":{""lineNum"":1,""columnNum"":12,""endLineNum"":1,""endColumnNum"":16,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@22bb5646"",""value"":""NS_SELECT@17271176.BAR"",""pos"":{""lineNum"":1,""columnNum"":20,""endLineNum"":1,""endColumnNum"":22,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@2b4786dd"",""value"":""NS_SELECT@17271176.BAR"",""pos"":{""lineNum"":1,""columnNum"":158,""endLineNum"":1,""endColumnNum"":160,""quoted"":false},""children"":[]}],""incomingIdentifiers"":[],""corrTableIds"":[],""corrCtxIds"":[],""pos"":{""lineNum"":1,""columnNum"":1,""endLineNum"":1,""endColumnNum"":160,""quoted"":false},""children"":{""BLOCK_SELECT@30af7377"":{""id"":""BLOCK_SELECT@30af7377"",""parentId"":""BLOCK_SELECT@4a1c0752"",""alias"":""FOO"",""fields"":[""DRINKER VARCHAR(100)"",""BAR VARCHAR(100)"",""BEER VARCHAR(100)"",""PRICE DECIMAL(5, 2)""],""isDistinct"":true,""selectList"":[{""id"":""COLUMN_LOCAL@67c277a0"",""value"":""NS_IDENT@57d0fc89.DRINKER"",""pos"":{""lineNum"":1,""columnNum"":46,""endLineNum"":1,""endColumnNum"":52,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@3fa76c61"",""value"":""NS_IDENT@2e3cdec2.BAR"",""pos"":{""lineNum"":1,""columnNum"":55,""endLineNum"":1,""endColumnNum"":57,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@59546cfe"",""value"":""NS_IDENT@2e3cdec2.BEER"",""pos"":{""lineNum"":1,""columnNum"":60,""endLineNum"":1,""endColumnNum"":70,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@2d2acd89"",""value"":""NS_IDENT@2e3cdec2.PRICE"",""pos"":{""lineNum"":1,""columnNum"":73,""endLineNum"":1,""endColumnNum"":77,""quoted"":false},""children"":[]}],""fromItemIds"":[""NS_IDENT@2e3cdec2"",""NS_IDENT@57d0fc89""],""fromNode"":{""id"":""OP_JOIN@5c20ffa8"",""value"":""FULL"",""pos"":{""lineNum"":1,""columnNum"":102,""endLineNum"":1,""endColumnNum"":105,""quoted"":false},""children"":[{""id"":""JOIN_OPERAND@59712875"",""value"":""NS_IDENT@2e3cdec2"",""pos"":{""lineNum"":1,""columnNum"":84,""endLineNum"":1,""endColumnNum"":89,""quoted"":false},""children"":[]},{""id"":""JOIN_OPERAND@488b50ec"",""value"":""NS_IDENT@57d0fc89"",""pos"":{""lineNum"":1,""columnNum"":107,""endLineNum"":1,""endColumnNum"":111,""quoted"":false},""children"":[]}],""natural"":false,""joinCondition"":{""id"":""OP_BINARY@2a22ad2b"",""value"":""="",""pos"":{""lineNum"":1,""columnNum"":116,""endLineNum"":1,""endColumnNum"":139,""quoted"":false},""children"":[{""id"":""COLUMN_LOCAL@42e22a53"",""value"":""NS_IDENT@2e3cdec2.beer"",""pos"":{""lineNum"":1,""columnNum"":116,""endLineNum"":1,""endColumnNum"":126,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@70242f38"",""value"":""NS_IDENT@57d0fc89.beer"",""pos"":{""lineNum"":1,""columnNum"":130,""endLineNum"":1,""endColumnNum"":139,""quoted"":false},""children"":[]}]}},""isAggregate"":false,""identifiers"":[{""id"":""COLUMN_LOCAL@2d2acd89"",""value"":""NS_IDENT@2e3cdec2.PRICE"",""pos"":{""lineNum"":1,""columnNum"":73,""endLineNum"":1,""endColumnNum"":77,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@70242f38"",""value"":""NS_IDENT@57d0fc89.beer"",""pos"":{""lineNum"":1,""columnNum"":130,""endLineNum"":1,""endColumnNum"":139,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@42e22a53"",""value"":""NS_IDENT@2e3cdec2.beer"",""pos"":{""lineNum"":1,""columnNum"":116,""endLineNum"":1,""endColumnNum"":126,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@67c277a0"",""value"":""NS_IDENT@57d0fc89.DRINKER"",""pos"":{""lineNum"":1,""columnNum"":46,""endLineNum"":1,""endColumnNum"":52,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@59546cfe"",""value"":""NS_IDENT@2e3cdec2.BEER"",""pos"":{""lineNum"":1,""columnNum"":60,""endLineNum"":1,""endColumnNum"":70,""quoted"":false},""children"":[]},{""id"":""COLUMN_LOCAL@3fa76c61"",""value"":""NS_IDENT@2e3cdec2.BAR"",""pos"":{""lineNum"":1,""columnNum"":55,""endLineNum"":1,""endColumnNum"":57,""quoted"":false},""children"":[]}],""incomingIdentifiers"":[],""corrTableIds"":[],""corrCtxIds"":[],""pos"":{""lineNum"":1,""columnNum"":30,""endLineNum"":1,""endColumnNum"":139,""quoted"":false},""children"":{}}}},""tables"":{""NS_SELECT@17271176"":{""tableId"":""NS_SELECT@17271176"",""identifier"":""FOO"",""blockId"":""BLOCK_SELECT@30af7377"",""fields"":[""DRINKER VARCHAR(100)"",""BAR VARCHAR(100)"",""BEER VARCHAR(100)"",""PRICE DECIMAL(5, 2)""],""cursor"":[0],""pos"":{""lineNum"":1,""columnNum"":30,""endLineNum"":1,""endColumnNum"":147,""quoted"":false}},""NS_IDENT@2e3cdec2"":{""tableId"":""NS_IDENT@2e3cdec2"",""identifier"":""SERVES"",""dbTableName"":""SERVES"",""fields"":[""bar VARCHAR(100)"",""beer VARCHAR(100)"",""price DECIMAL(5, 2)""],""cursor"":[0],""pos"":{""lineNum"":1,""columnNum"":84,""endLineNum"":1,""endColumnNum"":89,""quoted"":false}},""NS_IDENT@57d0fc89"":{""tableId"":""NS_IDENT@57d0fc89"",""identifier"":""LIKES"",""dbTableName"":""LIKES"",""fields"":[""drinker VARCHAR(100)"",""beer VARCHAR(100)""],""cursor"":[0],""pos"":{""lineNum"":1,""columnNum"":107,""endLineNum"":1,""endColumnNum"":111,""quoted"":false}}},""corrTables"":[]}
"
,"{""failed"":true,""errorMsg"":""Parsing error at line 0, column 0. Query syntax may be incorrect""}
"
,"{""failed"":true,""errorMsg"":""Parsing error at line 0, column 0. Query syntax may be incorrect""}
"
"



select bar, sum(much) as much from
((select bar.name as bar, 0.0 as much from bar)
union (select bar, SUM(much) AS much
from(select likeTable.bar,(likeTable.times_a_week *likeTable.price) as much from (select frequents.times_a_week, serves.bar, serves.price from drinker,
group by  bar
group by much desc, bar)) as ending
group by bar
","{""failed"":true,""errorMsg"":""Parsing error at line 8, column 151. Query syntax may be incorrect""}
"
"select bar, amount from ((select bar, sum(times_a_week*price) as amount from(select distinct l.drinker, l.beer, f.bar, f.times_a_week, s.price from likes l, frequents f, serves s where l.drinker=f.drinker and f.bar=s.bar and l.beer=s.beer) as N group by bar order by amount desc, bar) union (select distinct bar, sum(price*0) as amount from(select bar, beer, price from serves where bar in (((select name as bar from bar) except (select distinct bar from (select distinct l.drinker, l.beer, f.bar, f.times_a_week, s.price from likes l, frequents f, serves s where l.drinker=f.drinker and f.bar=s.bar and l.beer=s.beer) as T)))) as E group by bar order by bar)) as W order by amount desc, bar;






","{""failed"":true}
"
"SELECT Bar.name,COALESCE(sum(amount),0) AS result
FROM Bar
LEFT JOIN (SELECT Serves.bar AS bar_name, Serves.price * Frequents.times_a_week AS amount
FROM Serves, Frequents, Likes
WHERE Frequents.bar = Serves.bar
AND Likes.drinker = Frequents.drinker
AND Serves.beer = Likes.beer) AS temp 
ON Bar.name = temp.bar_name
GROUP BY Bar.name
ORDER BY result DESC, Bar.name ASC;","{""failed"":true,""errorMsg"":""Parsing error at line 1, column 44. Query syntax may be incorrect""}
"
"SELECT name AS bar, coalesce(sum, 0) AS amount FROM
        (SELECT bar.name, result.sum FROM bar LEFT OUTER JOIN
                (SELECT bar AS name, SUM(times_a_week * price) FROM
                        (SELECT bar, times_a_week, beer, price  FROM
                        frequents NATURAL JOIN (SELECT * FROM likes NATURAL JOIN serves) AS likeserve)
                        AS rightchart GROUP BY bar)
                        AS result ON bar.name = result.name) AS resultwithnull ORDER BY amount DESC, bar ASC;
","{""failed"":true,""errorMsg"":""Parsing error at line 1, column 30. Query syntax may be incorrect""}
"
"WITH perBarBeerPriceDrinkerTimesaweek AS
(SELECT f.bar AS bar, s.beer AS beer, s.price AS price, l.drinker AS drinker, f.times_a_week as TAW, SUM(s.price * f.times_a_week) AS total
FROM likes as l, serves as s, frequents AS f
WHERE f.bar = s.bar AND s.beer = l.beer AND l.drinker = f.drinker
GROUP BY f.bar, s.beer, s.price, l.drinker, f.times_a_week),

perBarTotal AS
(SELECT bar AS barName, SUM(total) AS grandTotal FROM perBarBeerPriceDrinkerTimesaweek GROUP BY bar),

barRoster AS
(SELECT DISTINCT bar
FROM Serves)

SELECT DISTINCT bar,
CASE WHEN (bar IN (SELECT barName FROM perBarTotal))
THEN (SELECT grandTotal FROM perBarTotal WHERE bar = barName)
ELSE 0
END
AS amount
FROM barRoster, perBarTotal
ORDER BY amount DESC, bar ASC;
","{""failed"":true}
"
